UDI,Timestamp,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Downtime_Minutes
308,2024-01-03 11:10:00,M15167,297.8,308.4,1579,36.6,152,0,No Failure,0
309,2024-01-03 11:20:00,L47488,297.9,308.5,1305,47.2,155,0,No Failure,0
310,2024-01-03 11:30:00,M15169,297.9,308.5,1449,40.8,157,0,No Failure,0
311,2024-01-03 11:40:00,H29724,298.0,308.6,1526,41.8,160,0,No Failure,0
312,2024-01-03 11:50:00,M15171,298.0,308.6,1453,44.1,165,0,No Failure,0
313,2024-01-03 12:00:00,L47492,297.9,308.6,1468,36.0,168,0,No Failure,0
314,2024-01-03 12:10:00,L47493,298.0,308.6,1313,50.8,170,0,No Failure,0
315,2024-01-03 12:20:00,M15174,297.9,308.5,1300,53.0,172,0,No Failure,0
316,2024-01-03 12:30:00,L47495,297.9,308.4,1646,40.6,175,0,No Failure,0
317,2024-01-03 12:40:00,L47496,297.8,308.4,1714,33.2,177,0,No Failure,0
318,2024-01-03 12:50:00,L47497,297.8,308.4,1685,28.4,179,0,No Failure,0
319,2024-01-03 13:00:00,L47498,297.8,308.4,1512,39.9,181,0,No Failure,0
320,2024-01-03 13:10:00,L47499,297.8,308.4,1612,32.1,183,0,No Failure,0
321,2024-01-03 13:20:00,H29734,297.8,308.4,1550,38.2,185,0,No Failure,0
322,2024-01-03 13:30:00,L47501,297.8,308.4,1518,32.5,190,0,No Failure,0
323,2024-01-03 13:40:00,L47502,297.8,308.5,1448,40.0,192,0,No Failure,0
324,2024-01-03 13:50:00,L47503,297.8,308.5,1561,46.3,194,0,No Failure,0
325,2024-01-03 14:00:00,M15184,297.8,308.5,1488,41.9,196,0,No Failure,0
326,2024-01-03 14:10:00,L47505,297.8,308.5,1699,27.8,199,0,No Failure,0
327,2024-01-03 14:20:00,L47506,297.7,308.5,1501,41.4,201,0,No Failure,0
328,2024-01-03 14:30:00,L47507,297.7,308.5,1373,56.7,203,1,Overstrain Failure,88
329,2024-01-03 14:40:00,H29742,297.6,308.4,1703,31.4,205,0,No Failure,0
330,2024-01-03 14:50:00,H29743,297.7,308.5,1720,29.9,210,0,No Failure,0
331,2024-01-03 15:00:00,M15190,297.6,308.4,1398,41.9,215,0,No Failure,0
332,2024-01-03 15:10:00,M15191,297.6,308.4,1391,51.9,218,0,No Failure,0
333,2024-01-03 15:20:00,M15192,297.6,308.3,1538,40.2,0,0,No Failure,0
334,2024-01-03 15:30:00,L47513,297.5,308.2,1647,31.3,3,0,No Failure,0
335,2024-01-03 15:40:00,M15194,297.5,308.1,1469,44.8,5,0,No Failure,0
336,2024-01-03 15:50:00,L47515,297.4,308.1,1749,25.9,8,0,No Failure,0
337,2024-01-03 16:00:00,M15196,297.6,308.2,1995,20.5,10,0,No Failure,0
338,2024-01-03 16:10:00,L47517,297.6,308.3,1742,27.7,13,0,No Failure,0
339,2024-01-03 16:20:00,L47518,297.5,308.2,1563,38.2,15,0,No Failure,0
340,2024-01-03 16:30:00,M15199,297.5,308.2,1713,32.2,17,0,No Failure,0
341,2024-01-03 16:40:00,L47520,297.4,308.1,1474,39.4,20,0,No Failure,0
342,2024-01-03 16:50:00,M15201,297.4,308.2,1530,32.6,22,0,No Failure,0
343,2024-01-03 17:00:00,L47522,297.4,308.2,1471,46.5,25,0,No Failure,0
344,2024-01-03 17:10:00,L47523,297.5,308.3,1388,48.6,27,0,No Failure,0
345,2024-01-03 17:20:00,M15204,297.5,308.2,2448,13.8,29,0,No Failure,0
346,2024-01-03 17:30:00,L47525,297.5,308.3,1585,32.9,32,0,No Failure,0
347,2024-01-03 17:40:00,M15206,297.5,308.3,1459,45.2,34,0,No Failure,0
348,2024-01-03 17:50:00,L47527,297.5,308.3,1544,40.8,37,0,No Failure,0
349,2024-01-03 18:00:00,L47528,297.6,308.3,1617,31.7,39,0,No Failure,0
350,2024-01-03 18:10:00,L47529,297.6,308.3,1595,34.3,41,0,No Failure,0
351,2024-01-03 18:20:00,H29764,297.6,308.3,1400,44.3,43,0,No Failure,0
352,2024-01-03 18:30:00,M15211,297.6,308.4,1611,31.0,48,0,No Failure,0
353,2024-01-03 18:40:00,M15212,297.6,308.4,1507,46.0,51,0,No Failure,0
354,2024-01-03 18:50:00,H29767,297.5,308.3,1674,30.0,54,0,No Failure,0
355,2024-01-03 19:00:00,L47534,297.6,308.3,1658,34.3,59,0,No Failure,0
356,2024-01-03 19:10:00,L47535,297.6,308.3,1623,36.9,61,0,No Failure,0
357,2024-01-03 19:20:00,M15216,297.6,308.4,1398,48.9,63,0,No Failure,0
358,2024-01-03 19:30:00,L47537,297.6,308.4,1517,34.2,66,0,No Failure,0
359,2024-01-03 19:40:00,M15218,297.6,308.3,1467,36.7,68,0,No Failure,0
360,2024-01-03 19:50:00,M15219,297.6,308.3,1567,34.6,71,0,No Failure,0
361,2024-01-03 20:00:00,M15220,297.5,308.3,1521,38.2,74,0,No Failure,0
362,2024-01-03 20:10:00,L47541,297.5,308.3,1596,36.8,77,0,No Failure,0
363,2024-01-03 20:20:00,H29776,297.6,308.3,1640,30.9,79,0,No Failure,0
364,2024-01-03 20:30:00,L47543,297.6,308.3,1438,47.8,84,0,No Failure,0
365,2024-01-03 20:40:00,L47544,297.6,308.4,1407,55.2,86,0,No Failure,0
366,2024-01-03 20:50:00,L47545,297.6,308.4,1353,57.5,88,0,No Failure,0
367,2024-01-03 21:00:00,M15226,297.6,308.5,1552,40.9,90,0,No Failure,0
368,2024-01-03 21:10:00,M15227,297.6,308.4,1569,38.3,93,0,No Failure,0
369,2024-01-03 21:20:00,L47548,297.5,308.4,1489,39.5,96,0,No Failure,0
370,2024-01-03 21:30:00,H29783,297.5,308.4,1587,36.1,98,0,No Failure,0
371,2024-01-03 21:40:00,M15230,297.5,308.3,1622,37.2,103,0,No Failure,0
372,2024-01-03 21:50:00,L47551,297.5,308.4,1604,38.1,106,0,No Failure,0
373,2024-01-03 22:00:00,M15232,297.4,308.3,1405,51.7,108,0,No Failure,0
374,2024-01-03 22:10:00,L47553,297.4,308.3,1412,42.0,111,0,No Failure,0
375,2024-01-03 22:20:00,L47554,297.4,308.3,1431,43.0,113,0,No Failure,0
376,2024-01-03 22:30:00,L47555,297.4,308.2,1533,37.4,115,0,No Failure,0
377,2024-01-03 22:40:00,M15236,297.4,308.2,1401,51.9,117,0,No Failure,0
378,2024-01-03 22:50:00,M15237,297.4,308.2,1424,53.9,120,0,No Failure,0
379,2024-01-03 23:00:00,L47558,297.3,308.2,1754,29.4,123,0,No Failure,0
380,2024-01-03 23:10:00,L47559,297.3,308.2,1754,26.8,125,0,No Failure,0
381,2024-01-03 23:20:00,L47560,297.5,308.3,2564,12.8,127,1,Power Failure,86
382,2024-01-03 23:30:00,L47561,297.5,308.5,1546,40.4,129,0,No Failure,0
383,2024-01-03 23:40:00,L47562,297.5,308.5,1335,48.0,131,0,No Failure,0
384,2024-01-03 23:50:00,M15243,297.5,308.6,1842,27.0,133,0,No Failure,0
385,2024-01-04 00:00:00,L47564,297.5,308.5,1712,26.8,136,0,No Failure,0
386,2024-01-04 00:10:00,M15245,297.6,308.6,1414,45.4,138,0,No Failure,0
387,2024-01-04 00:20:00,L47566,297.6,308.7,1319,50.9,141,0,No Failure,0
388,2024-01-04 00:30:00,L47567,297.7,308.7,1249,60.4,143,0,No Failure,0
389,2024-01-04 00:40:00,L47568,297.6,308.7,1455,48.2,145,0,No Failure,0
390,2024-01-04 00:50:00,M15249,297.6,308.7,1408,54.8,147,0,No Failure,0
391,2024-01-04 01:00:00,L47570,297.6,308.7,1460,46.7,150,0,No Failure,0
392,2024-01-04 01:10:00,L47571,297.6,308.6,1491,38.1,152,0,No Failure,0
393,2024-01-04 01:20:00,M15252,297.6,308.5,1490,43.4,154,0,No Failure,0
394,2024-01-04 01:30:00,M15253,297.5,308.4,1350,52.2,157,0,No Failure,0
395,2024-01-04 01:40:00,L47574,297.5,308.4,1528,39.9,160,0,No Failure,0
396,2024-01-04 01:50:00,L47575,297.4,308.3,1571,37.7,162,0,No Failure,0
397,2024-01-04 02:00:00,L47576,297.4,308.3,1490,42.6,164,0,No Failure,0
398,2024-01-04 02:10:00,M15257,297.4,308.3,1774,28.9,166,0,No Failure,0
399,2024-01-04 02:20:00,H29812,297.4,308.3,1502,43.6,169,0,No Failure,0
400,2024-01-04 02:30:00,L47579,297.4,308.4,1392,49.7,174,0,No Failure,0
401,2024-01-04 02:40:00,L47580,297.4,308.5,2100,16.9,176,0,No Failure,0
402,2024-01-04 02:50:00,L47581,297.5,308.5,1722,30.4,178,0,No Failure,0
403,2024-01-04 03:00:00,L47582,297.4,308.6,1678,32.3,180,0,No Failure,0
404,2024-01-04 03:10:00,L47583,297.3,308.6,1273,59.8,182,0,No Failure,0
405,2024-01-04 03:20:00,L47584,297.3,308.6,1297,45.9,184,0,No Failure,0
406,2024-01-04 03:30:00,L47585,297.3,308.5,1350,57.6,186,0,No Failure,0
407,2024-01-04 03:40:00,L47586,297.4,308.6,1439,51.9,188,0,No Failure,0
408,2024-01-04 03:50:00,M15267,297.4,308.5,1600,42.1,190,0,No Failure,0
409,2024-01-04 04:00:00,M15268,297.4,308.6,1434,44.4,193,0,No Failure,0
410,2024-01-04 04:10:00,L47589,297.4,308.6,1459,41.3,196,0,No Failure,0
411,2024-01-04 04:20:00,M15270,297.5,308.6,1472,44.9,198,0,No Failure,0
412,2024-01-04 04:30:00,L47591,297.5,308.7,1429,44.3,201,0,No Failure,0
413,2024-01-04 04:40:00,L47592,297.5,308.6,1388,48.2,203,0,No Failure,0
414,2024-01-04 04:50:00,L47593,297.4,308.4,1573,34.5,205,0,No Failure,0
415,2024-01-04 05:00:00,L47594,297.4,308.4,1588,32.5,207,0,No Failure,0
416,2024-01-04 05:10:00,L47595,297.5,308.4,1511,42.8,209,0,No Failure,0
417,2024-01-04 05:20:00,L47596,297.4,308.5,1495,37.8,211,0,No Failure,0
418,2024-01-04 05:30:00,L47597,297.4,308.4,1394,50.1,213,0,No Failure,0
419,2024-01-04 05:40:00,L47598,297.4,308.4,2151,17.7,0,0,No Failure,0
420,2024-01-04 05:50:00,M15279,297.3,308.3,1501,38.2,2,0,No Failure,0
421,2024-01-04 06:00:00,M15280,297.3,308.3,1301,39.6,5,0,No Failure,0
422,2024-01-04 06:10:00,M15281,297.3,308.3,1657,31.1,8,0,No Failure,0
423,2024-01-04 06:20:00,L47602,297.3,308.3,1333,55.2,11,0,No Failure,0
424,2024-01-04 06:30:00,L47603,297.3,308.3,1484,43.9,13,0,No Failure,0
425,2024-01-04 06:40:00,L47604,297.3,308.4,1430,45.7,15,0,No Failure,0
426,2024-01-04 06:50:00,M15285,297.3,308.4,1665,28.9,17,0,No Failure,0
427,2024-01-04 07:00:00,L47606,297.4,308.5,1501,44.9,20,0,No Failure,0
428,2024-01-04 07:10:00,M15287,297.5,308.5,1496,42.2,22,0,No Failure,0
429,2024-01-04 07:20:00,M15288,297.6,308.6,1595,36.9,25,0,No Failure,0
430,2024-01-04 07:30:00,L47609,297.5,308.6,1208,62.3,28,0,No Failure,0
431,2024-01-04 07:40:00,L47610,297.5,308.6,1596,37.1,30,0,No Failure,0
432,2024-01-04 07:50:00,L47611,297.5,308.5,1446,41.9,32,0,No Failure,0
433,2024-01-04 08:00:00,M15292,297.6,308.5,1466,39.7,34,0,No Failure,0
434,2024-01-04 08:10:00,M15293,297.6,308.5,1848,23.7,37,0,No Failure,0
435,2024-01-04 08:20:00,M15294,297.5,308.5,1484,44.7,40,0,No Failure,0
436,2024-01-04 08:30:00,L47615,297.4,308.3,1493,41.2,43,0,No Failure,0
437,2024-01-04 08:40:00,L47616,297.3,308.3,1504,36.3,45,0,No Failure,0
438,2024-01-04 08:50:00,L47617,297.3,308.3,1538,38.5,47,0,No Failure,0
439,2024-01-04 09:00:00,L47618,297.4,308.4,1341,52.2,49,0,No Failure,0
440,2024-01-04 09:10:00,M15299,297.4,308.3,1535,34.6,51,0,No Failure,0
441,2024-01-04 09:20:00,L47620,297.4,308.5,1389,39.2,54,0,No Failure,0
442,2024-01-04 09:30:00,H29855,297.5,308.5,1393,46.6,56,0,No Failure,0
443,2024-01-04 09:40:00,L47622,297.4,308.5,1399,61.5,61,1,Power Failure,149
444,2024-01-04 09:50:00,H29857,297.4,308.5,1469,45.1,63,0,No Failure,0
445,2024-01-04 10:00:00,L47624,297.4,308.4,1582,37.2,68,0,No Failure,0
446,2024-01-04 10:10:00,L47625,297.5,308.6,1793,26.7,70,0,No Failure,0
447,2024-01-04 10:20:00,L47626,297.5,308.6,1452,39.0,72,0,No Failure,0
448,2024-01-04 10:30:00,M15307,297.6,308.7,1376,59.9,74,0,No Failure,0
449,2024-01-04 10:40:00,L47628,297.5,308.6,1552,44.9,77,0,No Failure,0
450,2024-01-04 10:50:00,L47629,297.6,308.7,1622,37.9,79,0,No Failure,0
451,2024-01-04 11:00:00,M15310,297.6,308.7,1419,41.7,81,0,No Failure,0
452,2024-01-04 11:10:00,H29865,297.5,308.6,1440,46.1,84,0,No Failure,0
453,2024-01-04 11:20:00,M15312,297.4,308.6,1643,31.0,89,0,No Failure,0
454,2024-01-04 11:30:00,L47633,297.4,308.7,1510,36.2,92,0,No Failure,0
455,2024-01-04 11:40:00,L47634,297.4,308.7,1468,46.6,94,0,No Failure,0
456,2024-01-04 11:50:00,L47635,297.4,308.7,1429,57.4,96,0,No Failure,0
457,2024-01-04 12:00:00,H29870,297.3,308.7,1478,47.6,98,0,No Failure,0
458,2024-01-04 12:10:00,L47637,297.4,308.6,1276,53.6,103,0,No Failure,0
459,2024-01-04 12:20:00,L47638,297.3,308.6,1486,42.6,105,0,No Failure,0
460,2024-01-04 12:30:00,L47639,297.4,308.6,1476,42.3,107,0,No Failure,0
461,2024-01-04 12:40:00,H29874,297.3,308.6,1431,42.0,109,0,No Failure,0
462,2024-01-04 12:50:00,L47641,297.4,308.7,1402,40.2,114,0,No Failure,0
463,2024-01-04 13:00:00,L47642,297.4,308.7,1433,43.4,116,0,No Failure,0
464,2024-01-04 13:10:00,L47643,297.4,308.7,2874,4.2,118,1,Power Failure,198
465,2024-01-04 13:20:00,L47644,297.3,308.6,1511,35.7,120,0,No Failure,0
466,2024-01-04 13:30:00,M15325,297.3,308.6,1456,42.9,122,0,No Failure,0
467,2024-01-04 13:40:00,L47646,297.2,308.5,1550,41.5,125,0,No Failure,0
468,2024-01-04 13:50:00,L47647,297.2,308.5,2182,16.5,127,0,No Failure,0
469,2024-01-04 14:00:00,L47648,297.3,308.7,1619,31.6,129,0,No Failure,0
470,2024-01-04 14:10:00,M15329,297.3,308.8,1586,32.7,131,0,No Failure,0
471,2024-01-04 14:20:00,H29884,297.3,308.8,1499,44.2,134,0,No Failure,0
472,2024-01-04 14:30:00,H29885,297.3,308.8,1419,42.4,139,0,No Failure,0
473,2024-01-04 14:40:00,M15332,297.4,309.0,1497,41.8,144,0,No Failure,0
474,2024-01-04 14:50:00,M15333,297.4,309.0,1520,37.0,147,0,No Failure,0
475,2024-01-04 15:00:00,L47654,297.4,309.1,1478,49.8,150,0,No Failure,0
476,2024-01-04 15:10:00,L47655,297.4,309.1,1380,41.1,152,0,No Failure,0
477,2024-01-04 15:20:00,L47656,297.4,309.0,1570,37.9,154,0,No Failure,0
478,2024-01-04 15:30:00,H29891,297.4,309.0,1468,41.4,156,0,No Failure,0
479,2024-01-04 15:40:00,L47658,297.4,309.0,1833,22.6,161,0,No Failure,0
480,2024-01-04 15:50:00,M15339,297.4,308.9,1323,57.3,163,0,No Failure,0
481,2024-01-04 16:00:00,L47660,297.4,309.0,1583,32.0,166,0,No Failure,0
482,2024-01-04 16:10:00,M15341,297.3,309.0,1556,39.5,168,0,No Failure,0
483,2024-01-04 16:20:00,L47662,297.3,309.0,1548,37.4,171,0,No Failure,0
484,2024-01-04 16:30:00,L47663,297.4,309.0,1324,56.9,173,0,No Failure,0
485,2024-01-04 16:40:00,L47664,297.4,309.0,1568,33.7,175,0,No Failure,0
486,2024-01-04 16:50:00,M15345,297.4,309.0,1685,30.7,177,0,No Failure,0
487,2024-01-04 17:00:00,M15346,297.4,309.1,1582,35.9,180,0,No Failure,0
488,2024-01-04 17:10:00,M15347,297.4,309.1,1463,35.0,183,0,No Failure,0
489,2024-01-04 17:20:00,L47668,297.4,309.2,1584,42.8,186,0,No Failure,0
490,2024-01-04 17:30:00,M15349,297.5,309.2,1347,55.8,188,0,No Failure,0
491,2024-01-04 17:40:00,L47670,297.4,309.2,1459,37.9,191,0,No Failure,0
492,2024-01-04 17:50:00,L47671,297.4,309.2,1420,45.6,193,0,No Failure,0
493,2024-01-04 18:00:00,L47672,297.5,309.3,1404,43.5,195,0,No Failure,0
494,2024-01-04 18:10:00,L47673,297.5,309.3,1470,38.8,197,0,No Failure,0
495,2024-01-04 18:20:00,L47674,297.6,309.4,1326,49.8,199,0,No Failure,0
496,2024-01-04 18:30:00,H29909,297.5,309.3,1459,49.7,201,0,No Failure,0
497,2024-01-04 18:40:00,M15356,297.5,309.2,1530,40.0,206,0,No Failure,0
498,2024-01-04 18:50:00,L47677,297.4,309.0,1505,39.2,209,0,No Failure,0
499,2024-01-04 19:00:00,L47678,297.5,309.1,1611,30.2,211,0,No Failure,0
500,2024-01-04 19:10:00,L47679,297.5,309.1,1515,35.1,213,0,No Failure,0
501,2024-01-04 19:20:00,M15360,297.5,309.2,1804,27.4,215,0,No Failure,0
502,2024-01-04 19:30:00,M15361,297.6,309.3,1464,46.2,218,0,No Failure,0
503,2024-01-04 19:40:00,L47682,297.6,309.2,1390,43.3,221,0,No Failure,0
504,2024-01-04 19:50:00,M15363,297.6,309.2,1442,48.1,0,0,No Failure,0
505,2024-01-04 20:00:00,M15364,297.6,309.3,1529,41.9,3,0,No Failure,0
506,2024-01-04 20:10:00,L47685,297.6,309.3,1610,35.0,6,0,No Failure,0
507,2024-01-04 20:20:00,L47686,297.6,309.3,1543,34.3,8,0,No Failure,0
508,2024-01-04 20:30:00,H29921,297.8,309.4,1445,48.2,10,0,No Failure,0
509,2024-01-04 20:40:00,L47688,297.7,309.3,1893,24.6,15,0,No Failure,0
510,2024-01-04 20:50:00,M15369,297.6,309.3,1415,41.3,17,0,No Failure,0
511,2024-01-04 21:00:00,L47690,297.5,309.3,1564,37.5,20,0,No Failure,0
512,2024-01-04 21:10:00,L47691,297.5,309.3,1479,39.4,22,0,No Failure,0
513,2024-01-04 21:20:00,L47692,297.5,309.2,1426,44.8,24,0,No Failure,0
514,2024-01-04 21:30:00,L47693,297.4,309.2,1428,38.8,26,0,No Failure,0
515,2024-01-04 21:40:00,L47694,297.4,309.2,1620,33.2,28,0,No Failure,0
516,2024-01-04 21:50:00,L47695,297.5,309.2,1715,28.0,30,0,No Failure,0
517,2024-01-04 22:00:00,L47696,297.5,309.3,1732,29.9,32,0,No Failure,0
518,2024-01-04 22:10:00,M15377,297.5,309.4,1391,58.2,34,0,No Failure,0
519,2024-01-04 22:20:00,L47698,297.6,309.5,1924,20.6,37,0,No Failure,0
520,2024-01-04 22:30:00,M15379,297.7,309.5,2027,19.8,39,0,No Failure,0
521,2024-01-04 22:40:00,L47700,297.6,309.5,1617,36.2,42,0,No Failure,0
522,2024-01-04 22:50:00,L47701,297.5,309.4,1497,35.8,44,0,No Failure,0
523,2024-01-04 23:00:00,M15382,297.5,309.5,1448,43.7,46,0,No Failure,0
524,2024-01-04 23:10:00,L47703,297.4,309.4,1401,45.9,49,0,No Failure,0
525,2024-01-04 23:20:00,L47704,297.4,309.4,1620,35.4,51,0,No Failure,0
526,2024-01-04 23:30:00,L47705,297.4,309.4,1466,45.5,53,0,No Failure,0
527,2024-01-04 23:40:00,L47706,297.6,309.5,1373,50.6,55,0,No Failure,0
528,2024-01-04 23:50:00,M15387,297.6,309.6,1592,35.8,57,0,No Failure,0
529,2024-01-05 00:00:00,M15388,297.5,309.5,1553,42.4,60,0,No Failure,0
530,2024-01-05 00:10:00,L47709,297.6,309.5,1569,36.2,63,0,No Failure,0
531,2024-01-05 00:20:00,M15390,297.6,309.5,1709,32.2,65,0,No Failure,0
532,2024-01-05 00:30:00,L47711,297.6,309.5,1549,34.9,68,0,No Failure,0
533,2024-01-05 00:40:00,L47712,297.5,309.4,1443,45.4,70,0,No Failure,0
534,2024-01-05 00:50:00,L47713,297.5,309.3,1675,29.8,72,0,No Failure,0
535,2024-01-05 01:00:00,L47714,297.5,309.3,1623,33.4,74,0,No Failure,0
536,2024-01-05 01:10:00,H29949,297.4,309.3,1365,52.4,76,0,No Failure,0
537,2024-01-05 01:20:00,L47716,297.4,309.3,1759,24.8,81,0,No Failure,0
538,2024-01-05 01:30:00,H29951,297.4,309.3,1516,43.0,83,0,No Failure,0
539,2024-01-05 01:40:00,M15398,297.4,309.3,1499,36.8,88,0,No Failure,0
540,2024-01-05 01:50:00,M15399,297.4,309.3,1775,25.8,91,0,No Failure,0
541,2024-01-05 02:00:00,L47720,297.4,309.4,1473,45.5,94,0,No Failure,0
542,2024-01-05 02:10:00,L47721,297.4,309.4,1296,52.3,96,0,No Failure,0
543,2024-01-05 02:20:00,L47722,297.5,309.4,1803,24.7,98,0,No Failure,0
544,2024-01-05 02:30:00,H29957,297.5,309.3,1563,36.1,100,0,No Failure,0
545,2024-01-05 02:40:00,M15404,297.5,309.4,1831,26.6,105,0,No Failure,0
546,2024-01-05 02:50:00,L47725,297.6,309.4,1958,22.1,108,0,No Failure,0
547,2024-01-05 03:00:00,L47726,297.5,309.4,1809,24.3,110,0,No Failure,0
548,2024-01-05 03:10:00,M15407,297.5,309.4,1482,39.3,112,0,No Failure,0
549,2024-01-05 03:20:00,L47728,297.4,309.3,1332,53.2,115,0,No Failure,0
550,2024-01-05 03:30:00,L47729,297.4,309.2,1437,40.4,117,0,No Failure,0
551,2024-01-05 03:40:00,L47730,297.4,309.2,1698,29.4,119,0,No Failure,0
552,2024-01-05 03:50:00,L47731,297.4,309.2,1274,54.3,121,0,No Failure,0
553,2024-01-05 04:00:00,M15412,297.4,309.3,1622,35.0,123,0,No Failure,0
554,2024-01-05 04:10:00,M15413,297.4,309.3,1564,36.0,126,0,No Failure,0
555,2024-01-05 04:20:00,H29968,297.5,309.4,1368,45.3,129,0,No Failure,0
556,2024-01-05 04:30:00,M15415,297.4,309.4,1539,42.2,134,0,No Failure,0
557,2024-01-05 04:40:00,L47736,297.5,309.4,1357,50.1,137,0,No Failure,0
558,2024-01-05 04:50:00,M15417,297.5,309.4,1433,48.3,139,0,No Failure,0
559,2024-01-05 05:00:00,L47738,297.5,309.4,1650,34.6,142,0,No Failure,0
560,2024-01-05 05:10:00,L47739,297.5,309.4,1503,40.6,144,0,No Failure,0
561,2024-01-05 05:20:00,L47740,297.5,309.4,1318,58.2,146,0,No Failure,0
562,2024-01-05 05:30:00,M15421,297.5,309.4,1678,34.4,148,0,No Failure,0
563,2024-01-05 05:40:00,L47742,297.6,309.5,1574,30.9,151,0,No Failure,0
564,2024-01-05 05:50:00,L47743,297.7,309.6,1529,35.2,153,0,No Failure,0
565,2024-01-05 06:00:00,H29978,297.6,309.6,1669,32.1,155,0,No Failure,0
566,2024-01-05 06:10:00,H29979,297.7,309.7,1570,35.8,160,0,No Failure,0
567,2024-01-05 06:20:00,M15426,297.6,309.7,1541,33.7,165,0,No Failure,0
568,2024-01-05 06:30:00,M15427,297.7,309.7,1680,30.2,168,0,No Failure,0
569,2024-01-05 06:40:00,L47748,297.8,309.7,1935,22.1,171,0,No Failure,0
570,2024-01-05 06:50:00,M15429,297.7,309.6,1596,35.2,173,0,No Failure,0
571,2024-01-05 07:00:00,L47750,297.7,309.7,1498,41.0,176,0,No Failure,0
572,2024-01-05 07:10:00,M15431,297.8,309.8,1676,29.0,178,0,No Failure,0
573,2024-01-05 07:20:00,L47752,297.8,309.9,1351,49.0,181,0,No Failure,0
574,2024-01-05 07:30:00,L47753,297.9,309.9,1472,45.0,183,0,No Failure,0
575,2024-01-05 07:40:00,M15434,297.9,310.0,1439,41.7,185,0,No Failure,0
576,2024-01-05 07:50:00,M15435,297.9,309.9,1410,55.4,188,0,No Failure,0
577,2024-01-05 08:00:00,H29990,297.7,309.7,1440,51.1,191,0,No Failure,0
578,2024-01-05 08:10:00,L47757,297.7,309.7,1591,37.7,196,0,No Failure,0
579,2024-01-05 08:20:00,L47758,297.8,309.8,1533,36.8,198,0,No Failure,0
580,2024-01-05 08:30:00,M15439,297.8,309.7,1700,31.3,200,0,No Failure,0
581,2024-01-05 08:40:00,M15440,297.8,309.8,1798,25.5,203,0,No Failure,0
582,2024-01-05 08:50:00,L47761,297.8,309.7,1394,42.9,206,0,No Failure,0
583,2024-01-05 09:00:00,L47762,297.8,309.7,1341,49.2,208,0,No Failure,0
584,2024-01-05 09:10:00,H29997,297.7,309.6,1697,32.2,210,0,No Failure,0
585,2024-01-05 09:20:00,H29998,297.6,309.6,1419,48.2,215,0,No Failure,0
586,2024-01-05 09:30:00,L47765,297.6,309.5,2001,20.5,220,0,No Failure,0
587,2024-01-05 09:40:00,L47766,297.6,309.6,1501,49.8,222,1,Overstrain Failure,151
588,2024-01-05 09:50:00,H30001,297.6,309.5,1623,33.1,224,0,No Failure,0
589,2024-01-05 10:00:00,L47768,297.6,309.4,1628,33.4,229,0,No Failure,0
590,2024-01-05 10:10:00,L47769,297.6,309.4,1491,40.2,231,0,No Failure,0
591,2024-01-05 10:20:00,L47770,297.5,309.4,1517,36.7,233,0,No Failure,0
592,2024-01-05 10:30:00,H30005,297.5,309.3,1525,41.7,235,0,No Failure,0
593,2024-01-05 10:40:00,H30006,297.5,309.5,1668,27.9,240,0,No Failure,0
594,2024-01-05 10:50:00,L47773,297.5,309.6,1312,50.7,0,0,No Failure,0
595,2024-01-05 11:00:00,H30008,297.6,309.6,1278,50.4,2,0,No Failure,0
596,2024-01-05 11:10:00,M15455,297.6,309.6,1330,53.1,7,0,No Failure,0
597,2024-01-05 11:20:00,M15456,297.6,309.6,1530,37.3,10,0,No Failure,0
598,2024-01-05 11:30:00,H30011,297.6,309.6,1428,46.6,13,0,No Failure,0
599,2024-01-05 11:40:00,L47778,297.7,309.6,1480,47.9,18,0,No Failure,0
600,2024-01-05 11:50:00,H30013,297.7,309.7,1616,31.1,20,0,No Failure,0
601,2024-01-05 12:00:00,L47780,297.8,309.7,1547,37.3,25,0,No Failure,0
602,2024-01-05 12:10:00,L47781,297.9,309.7,2194,16.8,27,0,No Failure,0
603,2024-01-05 12:20:00,L47782,297.9,309.8,2000,21.3,29,0,No Failure,0
604,2024-01-05 12:30:00,L47783,297.9,309.8,1336,71.6,31,1,Power Failure,213
605,2024-01-05 12:40:00,L47784,297.9,309.9,1542,33.8,33,0,No Failure,0
606,2024-01-05 12:50:00,M15465,297.9,309.8,1693,29.9,35,0,No Failure,0
607,2024-01-05 13:00:00,L47786,297.9,309.8,1461,50.5,38,0,No Failure,0
608,2024-01-05 13:10:00,M15467,298.0,309.9,1565,33.9,40,0,No Failure,0
609,2024-01-05 13:20:00,L47788,298.0,309.9,1403,47.7,43,0,No Failure,0
610,2024-01-05 13:30:00,L47789,298.1,309.9,1629,32.5,45,0,No Failure,0
611,2024-01-05 13:40:00,L47790,298.1,310.0,1534,33.7,47,0,No Failure,0
612,2024-01-05 13:50:00,L47791,298.1,310.0,1553,40.9,49,0,No Failure,0
613,2024-01-05 14:00:00,L47792,298.1,309.9,1563,32.8,51,0,No Failure,0
614,2024-01-05 14:10:00,L47793,298.1,309.9,1634,30.0,53,0,No Failure,0
615,2024-01-05 14:20:00,M15474,298.0,309.9,1445,45.2,55,0,No Failure,0
616,2024-01-05 14:30:00,L47795,298.1,309.9,1642,30.4,58,0,No Failure,0
